1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.755886971950531)|TASK::Конечные_преобразователи(0.7476552724838257)|TASK::Языковые_модели(0.7371660470962524)|TASK::Тематическое_моделирование(0.7356764674186707)|TASK::Извлечение_именованных_сущностей(0.733953595161438)|TASK::Извлечение_ключевых_слов(0.7184091806411743)|TASK::Обработка_речи(0.7108583450317383)|TASK::Обнаружение_дубликатов(0.7020483016967773)
6	dialogue_2018_144441fd3f002ce2ffb8b23ada7c199d2dca292b	ru	0.9827687740325928	«А У Нас В Квартире Газ! А У Вас?»: Конструкции С Союзом A По Данным Просодически Размеченного Корпуса	http://www.dialog-21.ru/media/4328/podlesskayavi.pdf	TASK::Обработка_речи(0.7271333932876587)
7	dialogue_2019_bc17fe808de94ed77873d64da3cf396c6d603b61	ru	0.9823487997055054	Аннотирование Параллельных Текстов: Понятие «Дивергентный Перевод»	http://www.dialog-21.ru/media/4600/inkovaoyu-019.pdf	TASK::Обработка_речи(0.7129757404327393)
8	dialogue_2019_c0d48d7b8d531ddd59c5f5d953b0957c9fab35b3	ru	0.9822831749916077	Притяжательные Местоимения В Русских Объектных Именных Группах	http://www.dialog-21.ru/media/4634/tiskindb-065.pdf	TASK::Извлечение_именованных_сущностей(0.7080938816070557)
9	dialogue_2005_1ae68659924ef38b839830024c70e9f5b4490794	ru	0.9822404384613037	Типы Конструкций с Внешним Посессором в Русском Языке	http://www.dialog-21.ru/media/2359/brykina_m.pdf	TASK::Конечные_преобразователи(0.705385148525238)|TASK::Извлечение_именованных_сущностей(0.7031591534614563)
10	dialogue_2008_657658b7188aae17889619e8c3b3554fd4be9a26	ru	0.9822375774383545	Локальные и Глобальные Правила в Синтаксисе	http://www.dialog-21.ru/media/1805/85.pdf	TASK::Конечные_преобразователи(0.7240490913391113)|TASK::Обработка_речи(0.719123125076294)|TASK::Дистрибутивная_семантика(0.7171094417572021)|TASK::Тематическое_моделирование(0.7104446887969971)|TASK::Извлечение_именованных_сущностей(0.7102856636047363)|TASK::Языковые_модели(0.7037292718887329)

15.		dialogue_2006_0b84d340edc8c21225ced251746f5013078b5df3	ru	Словарь «Языки Русских Городов»: Подбор Примеров И Интернет	http://www.dialog-21.ru/media/1929/belikov.pdf	
1	dialogue_2008_92dc674e50f5feacea9e19b58409a4d06a687146	ru	0.9885783195495605	Паремии как Объект Лексикографии	http://www.dialog-21.ru/media/1728/7.pdf	
2	dialogue_2009_af411bd52e2f3cf5f1e024262af7e10ce3efab08	ru	0.9848312139511108	Статистическая Оценка Функциональных Свойств Лексики по Материалам Интернета	http://www.dialog-21.ru/media/1555/05.pdf	
3	dialogue_2018_d96b445a13582434d34f6926199abb387f78d2fa	ru	0.983234167098999	Еще Раз О Микроконструкциях, Сформированных Служебными Словами: То И Дело	http://www.dialog-21.ru/media/4301/iomdinll.pdf	TASK::Обработка_речи(0.7045537233352661)
4	dialogue_2016_70cc4173f4c190e0ad3d7190a5cc5b4fbb2da178	ru	0.9832110404968262	Дискурсивные Слова И Коммуникативы	http://www.dialog-21.ru/media/3423/sharonovia.pdf	TASK::Обработка_речи(0.7259765863418579)
5	dialogue_2010_bac342fbc105ac93542a4384306ec0a1c5ee7b46	ru	0.9831960201263428	Компиляция Или… Языковые Клише? Сравнивая Характерные для Авторского Стиля Наборы Словосочетаний	http://www.dialog-21.ru/media/1677/52.pdf	
6	dialogue_2019_03f4c316f774af7eb5e83660acb0635578d6c9e8	ru	0.9827945232391357	Дискурсивные Слова В Корпусном Измерении: Одним Словом У Достоевского И Его Современников	http://www.dialog-21.ru/media/4585/baranovanplusdobrovolskij-do-043.pdf	
7	dialogue_2012_5c971351607a8c9d3467cd3fce4330e4e3568527	ru	0.9824724793434143	О Проекте Словаря Дискурсивных Единиц Русской Речи (На Корпусном Материале)	http://www.dialog-21.ru/media/1317/2.pdf	TASK::Обработка_речи(0.7392299175262451)|TASK::Тематическое_моделирование(0.7047634720802307)
8	dialogue_2015_0aabf723846ce074071f86a3cec06629441d510e	ru	0.9823400378227234	Русские Лингвоспецифичные Лексические Единицы в Параллельных Корпусах: Возможности Исследования и «Подводные Камни»	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ShmelevAD.pdf	
9	dialogue_2017_4764b1d97f58093df9caa377385a9a280f81e3bc	ru	0.9820583462715149	Дискурсивные Частицы и Способы их Перевода: ну в Романе Владимира Сорокина «Очередь»	http://www.dialog-21.ru/media/3907/dobrovol-skijdolevontinaib.pdf	TASK::Обработка_речи(0.7100244760513306)
10	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	ru	0.9818006157875061	Говорю Я, Карл...	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf	TASK::Обработка_речи(0.7042538523674011)

16.		dialogue_2006_616c78c53b3b322a4eea4418d1d10d9d1508cf12	ru	Русские Культурные Концепты в Европейской Лингвистической Перспективе: Слово Проблема	http://www.dialog-21.ru/media/2024/zaliznyak2.pdf	
1	dialogue_2008_33f8132d7279f34984acd7ce373830bfdea6599f	ru	0.9847949743270874	Тексты А.платонова как Лингвистический Источник	http://www.dialog-21.ru/media/1745/24.pdf	
2	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	ru	0.9840050339698792	Говорю Я, Карл...	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf	TASK::Обработка_речи(0.7042538523674011)
3	dialogue_2017_4764b1d97f58093df9caa377385a9a280f81e3bc	ru	0.9837539196014404	Дискурсивные Частицы и Способы их Перевода: ну в Романе Владимира Сорокина «Очередь»	http://www.dialog-21.ru/media/3907/dobrovol-skijdolevontinaib.pdf	TASK::Обработка_речи(0.7100244760513306)
4	dialogue_2015_0aabf723846ce074071f86a3cec06629441d510e	ru	0.9824999570846558	Русские Лингвоспецифичные Лексические Единицы в Параллельных Корпусах: Возможности Исследования и «Подводные Камни»	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ShmelevAD.pdf	
5	dialogue_2019_f0e2520e152969eced10e85d612e59e97bb7440b	ru	0.9818611145019531	Русское Что-То Как Дискурсивное Слово	http://www.dialog-21.ru/media/4639/zalizniakannaapluspaduchevaev-038.pdf	
6	dialogue_2019_c7586d366e9190922eff6a7a00c78406d3229232	ru	0.9817067384719849	Производные Значения Русского Неопределенного Наречия Как-То: Опыт Корпусного Анализа	http://www.dialog-21.ru/media/4616/mikaelianilpluszalizniakannaa-053.pdf	
7	dialogue_2011_15e70d78b8da78ab724dab2e9cfd91ecaf51145d	ru	0.9816287159919739	Энантиосемия в Русской Фразеологии	http://www.dialog-21.ru/media/1467/66.pdf	
8	dialogue_2019_03f4c316f774af7eb5e83660acb0635578d6c9e8	ru	0.9814716577529907	Дискурсивные Слова В Корпусном Измерении: Одним Словом У Достоевского И Его Современников	http://www.dialog-21.ru/media/4585/baranovanplusdobrovolskij-do-043.pdf	
9	dialogue_2017_e834bbc8973b08f925c248b315bdc9c1f7a9579b	ru	0.9809393286705017	Реверсивный Перевод как Инструмент Лингвистического Анализа Дискурсивных Слов	http://www.dialog-21.ru/media/3946/shmelevadzalizniakana.pdf	
10	dialogue_2009_0ebb027987b7299363c9cf65942b8c8b3e6e64cf	ru	0.980840265750885	Русское Нет, Немецкое Nein, Английское No: Сопоставительное Исследование Семантики на Базе Параллельных Корпусов	http://www.dialog-21.ru/media/1566/16.pdf	

17.		dialogue_2007_8b928b108aae7fc55c38f33b2456ae5e2d6889ab	ru	Частица -То: Морфема и Лексема	http://www.dialog-21.ru/media/1854/33.pdf	TASK::Обработка_речи(0.7117550373077393)
1	dialogue_2017_8c3578e219bc70001746d4b4dd6164ac98b36634	ru	0.990077555179596	Как Нам быть с Конструкциями Типа как Быть?	http://www.dialog-21.ru/media/3915/iomdinll.pdf	
2	dialogue_2008_33f8132d7279f34984acd7ce373830bfdea6599f	ru	0.9890215396881104	Тексты А.платонова как Лингвистический Источник	http://www.dialog-21.ru/media/1745/24.pdf	
3	dialogue_2015_99e788fae4442d09f82ce0dc29b33dde52628d53	ru	0.9882775545120239	Статья Значит Статья: об Одном Классе Тавтологических Конструкций в Русском Языке	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/VilinbakhovaEL.pdf	
4	dialogue_2008_667d9bd3cf29b0f32118051e2ebdaa0a6ff4f7dd	ru	0.9876792430877686	Значение Просодической Информации в Лексикографическом Толковании Полисемии и Омонимии	http://www.dialog-21.ru/media/1783/63.pdf	TASK::Обработка_речи(0.7278991937637329)
5	dialogue_2008_8c7a918cab82a9c11fe9be5b89f1c24ec861a69e	ru	0.9874840974807739	Союзы а то и а не То: Почему в Некоторых Контекстах они Синонимичны	http://www.dialog-21.ru/media/1802/82.pdf	
